Função,Nome,Associação,Perfil de arbitragem FIFA 2026,Como avaliar individualmente,Fonte
Referee,MARCINIAK Szymon,POL,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,MARIANI Maurizio,ITA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,MARTINEZ Hector Said,HON,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,MOHAMED Amin,EGY,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,NATION Oshane,JAM,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,NYBERG Glenn,SWE,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,OLIVER Michael,ENG,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,OMAR AL ALI,UAE,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,ORTEGA Kevin,PER,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,PENSO Tori,USA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,PINHEIRO Joao,POR,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,RAMON ABATTI,BRA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,RAMOS Cesar,MEX,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,ROJAS Andres,COL,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,SCHAERER Sandro,SUI,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TANTASHEV Ilgiz,UZB,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TAYLOR Anthony,ENG,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TEJERA Gustavo,URU,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TELLO Facundo,ARG,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TOM Abongile,RSA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,TURPIN Clement,FRA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,VALENZUELA Jesus,VEN,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,VINCIC Slavko,SVN,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,WILTON SAMPAIO,BRA,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Referee,ZWAYER Felix,GER,"Critério FIFA 2026: controle de ritmo, redução de cera, gestão disciplinar e apoio de tecnologia","Individualmente não há nota de estilo nesta planilha; recomenda-se alimentar com faltas/jogo, cartões/jogo, pênaltis e uso de VAR por árbitro.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ABEIGNE Amos,GAB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ABOUELREGAL Mahmoud,EGY,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AKARKAD Mostafa,MAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL ABAKRY Mohammed,KSA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL HAMMADI Mohamed,UAE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL KALAF Mohammad,JOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL MAQALEH Saoud,QAT,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL MARRI Taleb,QAT,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,AL ROALLE Ahmad,JOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ARFA Lyes,CAN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ATKINS Kyle,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BARREIRO Carlos,URU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BARWEGEN Micheal,CAN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BASHEVKIN Isaak,NOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,KUPSIK Adam,POL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BEIGI Mahbod,SWE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BELATTI Juan Pablo,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BESWICK Gary,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BINDONI Daniele,ITA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BISGUERRA Marco,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BRINSI Zakaria,MAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
